Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,15604,15660,31264,Kunlon,MMR015020
 Grade 1,1579,1324,2903,Kunlon,MMR015020
 Grade 2,1472,1092,2564,Kunlon,MMR015020
 Grade 3,1356,1017,2373,Kunlon,MMR015020
 Grade 4,1665,1181,2846,Kunlon,MMR015020
 Grade 5,1381,924,2305,Kunlon,MMR015020
 Grade 6,866,566,1432,Kunlon,MMR015020
 Grade 7,680,454,1134,Kunlon,MMR015020
 Grade 8,622,440,1062,Kunlon,MMR015020
 Grade 9,548,358,906,Kunlon,MMR015020
 Grade 10,610,600,1210,Kunlon,MMR015020
 Grade 11,158,123,281,Kunlon,MMR015020
 College,152,117,269,Kunlon,MMR015020
 Vocational training,8,4,12,Kunlon,MMR015020
 Undergraduate diploma,22,25,47,Kunlon,MMR015020
 Graduate,344,279,623,Kunlon,MMR015020
 Postgraduate diploma,17,17,34,Kunlon,MMR015020
 Master degree,12,7,19,Kunlon,MMR015020
 PhD,1,-,1,Kunlon,MMR015020
 Other,141,61,202,Kunlon,MMR015020
 Total,27238,24249,51487,Kunlon,MMR015020
