Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,1158,1538,2696,Gwa,MMR012017
 Grade 1,572,583,1155,Gwa,MMR012017
 Grade 2,780,876,1656,Gwa,MMR012017
 Grade 3,1254,1531,2785,Gwa,MMR012017
 Grade 4,1901,2192,4093,Gwa,MMR012017
 Grade 5,4526,4538,9064,Gwa,MMR012017
 Grade 6,1593,1496,3089,Gwa,MMR012017
 Grade 7,1411,1158,2569,Gwa,MMR012017
 Grade 8,1324,1147,2471,Gwa,MMR012017
 Grade 9,1441,1214,2655,Gwa,MMR012017
 Grade 10,913,797,1710,Gwa,MMR012017
 Grade 11,1412,1400,2812,Gwa,MMR012017
 College,240,276,516,Gwa,MMR012017
 Vocational training,23,12,35,Gwa,MMR012017
 Undergraduate diploma,76,58,134,Gwa,MMR012017
 Graduate,516,685,1201,Gwa,MMR012017
 Postgraduate diploma,10,18,28,Gwa,MMR012017
 Master degree,8,9,17,Gwa,MMR012017
 PhD,-,1,1,Gwa,MMR012017
 Other,400,211,611,Gwa,MMR012017
 Total,19558,19740,39298,Gwa,MMR012017
