Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,163,260,423,Sumprabum,MMR001015
 Grade 1,69,66,135,Sumprabum,MMR001015
 Grade 2,70,76,146,Sumprabum,MMR001015
 Grade 3,96,89,185,Sumprabum,MMR001015
 Grade 4,95,83,178,Sumprabum,MMR001015
 Grade 5,123,99,222,Sumprabum,MMR001015
 Grade 6,77,79,156,Sumprabum,MMR001015
 Grade 7,57,56,113,Sumprabum,MMR001015
 Grade 8,83,53,136,Sumprabum,MMR001015
 Grade 9,71,55,126,Sumprabum,MMR001015
 Grade 10,77,76,153,Sumprabum,MMR001015
 Grade 11,80,68,148,Sumprabum,MMR001015
 College,20,9,29,Sumprabum,MMR001015
 Vocational training,5,1,6,Sumprabum,MMR001015
 Undergraduate diploma,1,-,1,Sumprabum,MMR001015
 Graduate,47,36,83,Sumprabum,MMR001015
 Postgraduate diploma,1,-,1,Sumprabum,MMR001015
 Master degree,1,-,1,Sumprabum,MMR001015
 Total,1136,1106,2242,Sumprabum,MMR001015
