Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,18030,18357,36387,Mine Pauk(ST),MMR016003
 Grade 1,1009,926,1935,Mine Pauk(ST),MMR016003
 Grade 2,904,726,1630,Mine Pauk(ST),MMR016003
 Grade 3,832,744,1576,Mine Pauk(ST),MMR016003
 Grade 4,675,568,1243,Mine Pauk(ST),MMR016003
 Grade 5,676,539,1215,Mine Pauk(ST),MMR016003
 Grade 6,962,718,1680,Mine Pauk(ST),MMR016003
 Grade 7,379,314,693,Mine Pauk(ST),MMR016003
 Grade 8,198,148,346,Mine Pauk(ST),MMR016003
 Grade 9,466,304,770,Mine Pauk(ST),MMR016003
 Grade 10,219,167,386,Mine Pauk(ST),MMR016003
 Grade 11,68,88,156,Mine Pauk(ST),MMR016003
 College,75,61,136,Mine Pauk(ST),MMR016003
 Vocational training,9,6,15,Mine Pauk(ST),MMR016003
 Undergraduate diploma,6,5,11,Mine Pauk(ST),MMR016003
 Graduate,22,10,32,Mine Pauk(ST),MMR016003
 Other,522,250,772,Mine Pauk(ST),MMR016003
 Total,25052,23931,48983,Mine Pauk(ST),MMR016003
