Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,4953,6129,11082,Mone`,MMR014019
 Grade 1,698,603,1301,Mone`,MMR014019
 Grade 2,754,668,1422,Mone`,MMR014019
 Grade 3,869,795,1664,Mone`,MMR014019
 Grade 4,806,863,1669,Mone`,MMR014019
 Grade 5,1380,1023,2403,Mone`,MMR014019
 Grade 6,464,489,953,Mone`,MMR014019
 Grade 7,403,386,789,Mone`,MMR014019
 Grade 8,445,403,848,Mone`,MMR014019
 Grade 9,485,385,870,Mone`,MMR014019
 Grade 10,409,491,900,Mone`,MMR014019
 Grade 11,244,287,531,Mone`,MMR014019
 College,117,110,227,Mone`,MMR014019
 Vocational training,5,10,15,Mone`,MMR014019
 Undergraduate diploma,14,9,23,Mone`,MMR014019
 Graduate,252,332,584,Mone`,MMR014019
 Postgraduate diploma,6,8,14,Mone`,MMR014019
 Master degree,10,5,15,Mone`,MMR014019
 PhD,1,-,1,Mone`,MMR014019
 Other,302,220,522,Mone`,MMR014019
 Total,12617,13216,25833,Mone`,MMR014019
