Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,247,419,666,Dagon,MMR013043
 Grade 1,123,156,279,Dagon,MMR013043
 Grade 2,154,228,382,Dagon,MMR013043
 Grade 3,225,333,558,Dagon,MMR013043
 Grade 4,319,602,921,Dagon,MMR013043
 Grade 5,689,1061,1750,Dagon,MMR013043
 Grade 6,398,576,974,Dagon,MMR013043
 Grade 7,442,467,909,Dagon,MMR013043
 Grade 8,646,596,1242,Dagon,MMR013043
 Grade 9,883,752,1635,Dagon,MMR013043
 Grade 10,1280,1084,2364,Dagon,MMR013043
 Grade 11,1374,1271,2645,Dagon,MMR013043
 College,1048,768,1816,Dagon,MMR013043
 Vocational training,53,19,72,Dagon,MMR013043
 Undergraduate diploma,171,254,425,Dagon,MMR013043
 Graduate,2721,3695,6416,Dagon,MMR013043
 Postgraduate diploma,100,109,209,Dagon,MMR013043
 Master degree,183,232,415,Dagon,MMR013043
 PhD,53,46,99,Dagon,MMR013043
 Other,97,45,142,Dagon,MMR013043
 Total,11206,12713,23919,Dagon,MMR013043
