Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,9453,23237,32690,Kyaukpadaung,MMR010020
 Grade 1,4186,5711,9897,Kyaukpadaung,MMR010020
 Grade 2,5135,9196,14331,Kyaukpadaung,MMR010020
 Grade 3,6521,11318,17839,Kyaukpadaung,MMR010020
 Grade 4,13665,18942,32607,Kyaukpadaung,MMR010020
 Grade 5,19222,23070,42292,Kyaukpadaung,MMR010020
 Grade 6,6530,6392,12922,Kyaukpadaung,MMR010020
 Grade 7,7050,5859,12909,Kyaukpadaung,MMR010020
 Grade 8,7521,6051,13572,Kyaukpadaung,MMR010020
 Grade 9,7106,5390,12496,Kyaukpadaung,MMR010020
 Grade 10,8384,7125,15509,Kyaukpadaung,MMR010020
 Grade 11,2604,1942,4546,Kyaukpadaung,MMR010020
 College,2272,2118,4390,Kyaukpadaung,MMR010020
 Vocational training,223,164,387,Kyaukpadaung,MMR010020
 Undergraduate diploma,834,546,1380,Kyaukpadaung,MMR010020
 Graduate,3866,6023,9889,Kyaukpadaung,MMR010020
 Postgraduate diploma,56,96,152,Kyaukpadaung,MMR010020
 Master degree,41,96,137,Kyaukpadaung,MMR010020
 PhD,7,15,22,Kyaukpadaung,MMR010020
 Other,1041,1171,2212,Kyaukpadaung,MMR010020
 Total,105717,134462,240179,Kyaukpadaung,MMR010020
