Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,10462,24008,34470,Kyaukpyu,MMR012011
 Grade 1,3213,3636,6849,Kyaukpyu,MMR012011
 Grade 2,4064,5600,9664,Kyaukpyu,MMR012011
 Grade 3,5901,7571,13472,Kyaukpyu,MMR012011
 Grade 4,8596,8307,16903,Kyaukpyu,MMR012011
 Grade 5,12217,10096,22313,Kyaukpyu,MMR012011
 Grade 6,4424,3737,8161,Kyaukpyu,MMR012011
 Grade 7,3971,2988,6959,Kyaukpyu,MMR012011
 Grade 8,4126,2714,6840,Kyaukpyu,MMR012011
 Grade 9,3968,2636,6604,Kyaukpyu,MMR012011
 Grade 10,2682,1735,4417,Kyaukpyu,MMR012011
 Grade 11,4135,3423,7558,Kyaukpyu,MMR012011
 College,1110,715,1825,Kyaukpyu,MMR012011
 Vocational training,70,39,109,Kyaukpyu,MMR012011
 Undergraduate diploma,244,132,376,Kyaukpyu,MMR012011
 Graduate,2138,2195,4333,Kyaukpyu,MMR012011
 Postgraduate diploma,43,36,79,Kyaukpyu,MMR012011
 Master degree,28,17,45,Kyaukpyu,MMR012011
 PhD,9,1,10,Kyaukpyu,MMR012011
 Other,246,100,346,Kyaukpyu,MMR012011
 Total,71647,79686,151333,Kyaukpyu,MMR012011
