Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,2003,2273,4276,Saw,MMR009025
 Grade 1,445,476,921,Saw,MMR009025
 Grade 2,445,543,988,Saw,MMR009025
 Grade 3,651,926,1577,Saw,MMR009025
 Grade 4,971,1324,2295,Saw,MMR009025
 Grade 5,5027,5714,10741,Saw,MMR009025
 Grade 6,1003,989,1992,Saw,MMR009025
 Grade 7,883,805,1688,Saw,MMR009025
 Grade 8,1133,883,2016,Saw,MMR009025
 Grade 9,825,631,1456,Saw,MMR009025
 Grade 10,1223,1201,2424,Saw,MMR009025
 Grade 11,374,309,683,Saw,MMR009025
 College,221,228,449,Saw,MMR009025
 Vocational training,12,12,24,Saw,MMR009025
 Undergraduate diploma,44,47,91,Saw,MMR009025
 Graduate,451,763,1214,Saw,MMR009025
 Postgraduate diploma,38,34,72,Saw,MMR009025
 Master degree,3,6,9,Saw,MMR009025
 PhD,2,2,4,Saw,MMR009025
 Other,-,1,1,Saw,MMR009025
 Total,15754,17167,32921,Saw,MMR009025
