Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,738,1531,2269,Reazu(ST),MMR004007
 Grade 1,228,244,472,Reazu(ST),MMR004007
 Grade 2,236,260,496,Reazu(ST),MMR004007
 Grade 3,271,370,641,Reazu(ST),MMR004007
 Grade 4,415,530,945,Reazu(ST),MMR004007
 Grade 5,910,1150,2060,Reazu(ST),MMR004007
 Grade 6,299,301,600,Reazu(ST),MMR004007
 Grade 7,293,254,547,Reazu(ST),MMR004007
 Grade 8,273,241,514,Reazu(ST),MMR004007
 Grade 9,304,321,625,Reazu(ST),MMR004007
 Grade 10,229,291,520,Reazu(ST),MMR004007
 Grade 11,301,397,698,Reazu(ST),MMR004007
 College,21,16,37,Reazu(ST),MMR004007
 Vocational training,3,4,7,Reazu(ST),MMR004007
 Undergraduate diploma,10,15,25,Reazu(ST),MMR004007
 Graduate,68,46,114,Reazu(ST),MMR004007
 Postgraduate diploma,5,8,13,Reazu(ST),MMR004007
 Master degree,1,-,1,Reazu(ST),MMR004007
 Other,2,4,6,Reazu(ST),MMR004007
 Total,4607,5983,10590,Reazu(ST),MMR004007
