Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,619,737,1356,Chinshwehaw(ST),MMR015022
 Grade 1,56,45,101,Chinshwehaw(ST),MMR015022
 Grade 2,176,140,316,Chinshwehaw(ST),MMR015022
 Grade 3,160,137,297,Chinshwehaw(ST),MMR015022
 Grade 4,182,141,323,Chinshwehaw(ST),MMR015022
 Grade 5,353,246,599,Chinshwehaw(ST),MMR015022
 Grade 6,166,123,289,Chinshwehaw(ST),MMR015022
 Grade 7,158,101,259,Chinshwehaw(ST),MMR015022
 Grade 8,72,47,119,Chinshwehaw(ST),MMR015022
 Grade 9,109,65,174,Chinshwehaw(ST),MMR015022
 Grade 10,111,67,178,Chinshwehaw(ST),MMR015022
 Grade 11,95,52,147,Chinshwehaw(ST),MMR015022
 College,27,14,41,Chinshwehaw(ST),MMR015022
 Vocational training,-,2,2,Chinshwehaw(ST),MMR015022
 Undergraduate diploma,18,8,26,Chinshwehaw(ST),MMR015022
 Graduate,68,52,120,Chinshwehaw(ST),MMR015022
 Postgraduate diploma,2,2,4,Chinshwehaw(ST),MMR015022
 Total,2372,1979,4351,Chinshwehaw(ST),MMR015022
