Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,9322,13431,22753,Toungoo,MMR007009
 Grade 1,3805,3927,7732,Toungoo,MMR007009
 Grade 2,5066,6292,11358,Toungoo,MMR007009
 Grade 3,7728,10023,17751,Toungoo,MMR007009
 Grade 4,9896,12932,22828,Toungoo,MMR007009
 Grade 5,20099,23285,43384,Toungoo,MMR007009
 Grade 6,7336,7674,15010,Toungoo,MMR007009
 Grade 7,6475,5950,12425,Toungoo,MMR007009
 Grade 8,7531,5886,13417,Toungoo,MMR007009
 Grade 9,8229,6248,14477,Toungoo,MMR007009
 Grade 10,7495,6469,13964,Toungoo,MMR007009
 Grade 11,9067,8707,17774,Toungoo,MMR007009
 College,4293,4105,8398,Toungoo,MMR007009
 Vocational training,260,391,651,Toungoo,MMR007009
 Undergraduate diploma,565,283,848,Toungoo,MMR007009
 Graduate,5894,9021,14915,Toungoo,MMR007009
 Postgraduate diploma,126,226,352,Toungoo,MMR007009
 Master degree,124,326,450,Toungoo,MMR007009
 PhD,22,62,84,Toungoo,MMR007009
 Other,259,166,425,Toungoo,MMR007009
 Total,113592,125404,238996,Toungoo,MMR007009
