Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,2012,3800,5812,Maei(ST),MMR012016
 Grade 1,1005,1077,2082,Maei(ST),MMR012016
 Grade 2,1295,1698,2993,Maei(ST),MMR012016
 Grade 3,1866,2370,4236,Maei(ST),MMR012016
 Grade 4,2594,2759,5353,Maei(ST),MMR012016
 Grade 5,4148,3392,7540,Maei(ST),MMR012016
 Grade 6,1474,1285,2759,Maei(ST),MMR012016
 Grade 7,1081,748,1829,Maei(ST),MMR012016
 Grade 8,956,735,1691,Maei(ST),MMR012016
 Grade 9,1077,733,1810,Maei(ST),MMR012016
 Grade 10,602,436,1038,Maei(ST),MMR012016
 Grade 11,842,759,1601,Maei(ST),MMR012016
 College,169,145,314,Maei(ST),MMR012016
 Vocational training,12,6,18,Maei(ST),MMR012016
 Undergraduate diploma,27,16,43,Maei(ST),MMR012016
 Graduate,227,259,486,Maei(ST),MMR012016
 Postgraduate diploma,5,2,7,Maei(ST),MMR012016
 Master degree,-,3,3,Maei(ST),MMR012016
 PhD,-,2,2,Maei(ST),MMR012016
 Other,115,43,158,Maei(ST),MMR012016
 Total,19507,20268,39775,Maei(ST),MMR012016
