Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,8675,8235,16910,Mineyaung,MMR016011
 Grade 1,440,344,784,Mineyaung,MMR016011
 Grade 2,418,311,729,Mineyaung,MMR016011
 Grade 3,508,396,904,Mineyaung,MMR016011
 Grade 4,492,389,881,Mineyaung,MMR016011
 Grade 5,547,516,1063,Mineyaung,MMR016011
 Grade 6,328,266,594,Mineyaung,MMR016011
 Grade 7,299,255,554,Mineyaung,MMR016011
 Grade 8,312,231,543,Mineyaung,MMR016011
 Grade 9,313,255,568,Mineyaung,MMR016011
 Grade 10,290,284,574,Mineyaung,MMR016011
 Grade 11,277,244,521,Mineyaung,MMR016011
 College,53,80,133,Mineyaung,MMR016011
 Vocational training,6,3,9,Mineyaung,MMR016011
 Undergraduate diploma,13,5,18,Mineyaung,MMR016011
 Graduate,205,170,375,Mineyaung,MMR016011
 Postgraduate diploma,6,3,9,Mineyaung,MMR016011
 Master degree,7,2,9,Mineyaung,MMR016011
 PhD,-,1,1,Mineyaung,MMR016011
 Other,137,11,148,Mineyaung,MMR016011
 Total,13326,12001,25327,Mineyaung,MMR016011
