Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,21267,23581,44848,Hlaingbwe,MMR003002
 Grade 1,3982,3752,7734,Hlaingbwe,MMR003002
 Grade 2,4954,4880,9834,Hlaingbwe,MMR003002
 Grade 3,6058,6033,12091,Hlaingbwe,MMR003002
 Grade 4,5574,6057,11631,Hlaingbwe,MMR003002
 Grade 5,7695,8625,16320,Hlaingbwe,MMR003002
 Grade 6,4202,3876,8078,Hlaingbwe,MMR003002
 Grade 7,2696,3056,5752,Hlaingbwe,MMR003002
 Grade 8,2348,2417,4765,Hlaingbwe,MMR003002
 Grade 9,2396,2293,4689,Hlaingbwe,MMR003002
 Grade 10,1520,1740,3260,Hlaingbwe,MMR003002
 Grade 11,1756,1824,3580,Hlaingbwe,MMR003002
 College,420,559,979,Hlaingbwe,MMR003002
 Vocational training,28,29,57,Hlaingbwe,MMR003002
 Undergraduate diploma,47,83,130,Hlaingbwe,MMR003002
 Graduate,724,1314,2038,Hlaingbwe,MMR003002
 Postgraduate diploma,18,58,76,Hlaingbwe,MMR003002
 Master degree,24,19,43,Hlaingbwe,MMR003002
 PhD,1,2,3,Hlaingbwe,MMR003002
 Other,453,94,547,Hlaingbwe,MMR003002
 Total,66163,70292,136455,Hlaingbwe,MMR003002
