Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,7536,12640,20176,Yinmarpin,MMR005016
 Grade 1,2291,2776,5067,Yinmarpin,MMR005016
 Grade 2,2884,4051,6935,Yinmarpin,MMR005016
 Grade 3,3798,5685,9483,Yinmarpin,MMR005016
 Grade 4,5925,7564,13489,Yinmarpin,MMR005016
 Grade 5,15890,17660,33550,Yinmarpin,MMR005016
 Grade 6,3307,3337,6644,Yinmarpin,MMR005016
 Grade 7,3043,2651,5694,Yinmarpin,MMR005016
 Grade 8,3190,2539,5729,Yinmarpin,MMR005016
 Grade 9,3054,2473,5527,Yinmarpin,MMR005016
 Grade 10,3805,3042,6847,Yinmarpin,MMR005016
 Grade 11,1461,1088,2549,Yinmarpin,MMR005016
 College,1424,1135,2559,Yinmarpin,MMR005016
 Vocational training,91,60,151,Yinmarpin,MMR005016
 Undergraduate diploma,124,89,213,Yinmarpin,MMR005016
 Graduate,2115,2697,4812,Yinmarpin,MMR005016
 Postgraduate diploma,48,84,132,Yinmarpin,MMR005016
 Master degree,26,79,105,Yinmarpin,MMR005016
 PhD,4,-,4,Yinmarpin,MMR005016
 Other,161,143,304,Yinmarpin,MMR005016
 Total,60177,69793,129970,Yinmarpin,MMR005016
