Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,2405,4319,6724,Chanayeharzan,MMR010002
 Grade 1,1378,1485,2863,Chanayeharzan,MMR010002
 Grade 2,1698,2189,3887,Chanayeharzan,MMR010002
 Grade 3,2420,3530,5950,Chanayeharzan,MMR010002
 Grade 4,4764,6949,11713,Chanayeharzan,MMR010002
 Grade 5,9808,12550,22358,Chanayeharzan,MMR010002
 Grade 6,4686,4866,9552,Chanayeharzan,MMR010002
 Grade 7,4469,4050,8519,Chanayeharzan,MMR010002
 Grade 8,6020,5247,11267,Chanayeharzan,MMR010002
 Grade 9,7211,5847,13058,Chanayeharzan,MMR010002
 Grade 10,8336,7082,15418,Chanayeharzan,MMR010002
 Grade 11,11756,10733,22489,Chanayeharzan,MMR010002
 College,6422,5991,12413,Chanayeharzan,MMR010002
 Vocational training,482,482,964,Chanayeharzan,MMR010002
 Undergraduate diploma,967,430,1397,Chanayeharzan,MMR010002
 Graduate,14052,21186,35238,Chanayeharzan,MMR010002
 Postgraduate diploma,300,561,861,Chanayeharzan,MMR010002
 Master degree,380,1031,1411,Chanayeharzan,MMR010002
 PhD,134,189,323,Chanayeharzan,MMR010002
 Other,488,302,790,Chanayeharzan,MMR010002
 Total,88176,99019,187195,Chanayeharzan,MMR010002
