Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,12108,14236,26344,Pauk,MMR009021
 Grade 1,2814,3179,5993,Pauk,MMR009021
 Grade 2,4153,6033,10186,Pauk,MMR009021
 Grade 3,6318,9127,15445,Pauk,MMR009021
 Grade 4,7416,9882,17298,Pauk,MMR009021
 Grade 5,16555,19335,35890,Pauk,MMR009021
 Grade 6,3898,4219,8117,Pauk,MMR009021
 Grade 7,3188,3192,6380,Pauk,MMR009021
 Grade 8,3006,2944,5950,Pauk,MMR009021
 Grade 9,3199,2812,6011,Pauk,MMR009021
 Grade 10,2392,2414,4806,Pauk,MMR009021
 Grade 11,2337,2640,4977,Pauk,MMR009021
 College,793,962,1755,Pauk,MMR009021
 Vocational training,68,63,131,Pauk,MMR009021
 Undergraduate diploma,111,70,181,Pauk,MMR009021
 Graduate,1395,2320,3715,Pauk,MMR009021
 Postgraduate diploma,83,48,131,Pauk,MMR009021
 Master degree,10,29,39,Pauk,MMR009021
 PhD,2,-,2,Pauk,MMR009021
 Other,771,430,1201,Pauk,MMR009021
 Total,70617,83935,154552,Pauk,MMR009021
