Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,5334,9645,14979,Loikaw,MMR002001
 Grade 1,2403,2269,4672,Loikaw,MMR002001
 Grade 2,2679,2705,5384,Loikaw,MMR002001
 Grade 3,3754,3649,7403,Loikaw,MMR002001
 Grade 4,4587,4251,8838,Loikaw,MMR002001
 Grade 5,7404,6596,14000,Loikaw,MMR002001
 Grade 6,3990,3494,7484,Loikaw,MMR002001
 Grade 7,3724,3035,6759,Loikaw,MMR002001
 Grade 8,3911,3098,7009,Loikaw,MMR002001
 Grade 9,4632,3605,8237,Loikaw,MMR002001
 Grade 10,3685,3427,7112,Loikaw,MMR002001
 Grade 11,5227,5923,11150,Loikaw,MMR002001
 College,1544,1819,3363,Loikaw,MMR002001
 Vocational training,219,267,486,Loikaw,MMR002001
 Undergraduate diploma,201,216,417,Loikaw,MMR002001
 Graduate,2779,4477,7256,Loikaw,MMR002001
 Postgraduate diploma,68,121,189,Loikaw,MMR002001
 Master degree,71,106,177,Loikaw,MMR002001
 PhD,12,28,40,Loikaw,MMR002001
 Other,155,49,204,Loikaw,MMR002001
 Total,56379,58780,115159,Loikaw,MMR002001
