Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,894,1400,2294,Sangyoung,MMR013039
 Grade 1,690,817,1507,Sangyoung,MMR013039
 Grade 2,658,978,1636,Sangyoung,MMR013039
 Grade 3,829,1409,2238,Sangyoung,MMR013039
 Grade 4,1622,2745,4367,Sangyoung,MMR013039
 Grade 5,2478,3497,5975,Sangyoung,MMR013039
 Grade 6,1396,1957,3353,Sangyoung,MMR013039
 Grade 7,1512,1838,3350,Sangyoung,MMR013039
 Grade 8,2410,2672,5082,Sangyoung,MMR013039
 Grade 9,2971,2960,5931,Sangyoung,MMR013039
 Grade 10,5606,5852,11458,Sangyoung,MMR013039
 Grade 11,4638,4310,8948,Sangyoung,MMR013039
 College,3801,3494,7295,Sangyoung,MMR013039
 Vocational training,181,113,294,Sangyoung,MMR013039
 Undergraduate diploma,554,317,871,Sangyoung,MMR013039
 Graduate,10856,17672,28528,Sangyoung,MMR013039
 Postgraduate diploma,339,619,958,Sangyoung,MMR013039
 Master degree,365,868,1233,Sangyoung,MMR013039
 PhD,96,188,284,Sangyoung,MMR013039
 Other,59,63,122,Sangyoung,MMR013039
 Total,41955,53769,95724,Sangyoung,MMR013039
