Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,16024,19035,35059,Salin,MMR009010
 Grade 1,3292,3481,6773,Salin,MMR009010
 Grade 2,3868,5103,8971,Salin,MMR009010
 Grade 3,5244,8453,13697,Salin,MMR009010
 Grade 4,7544,11373,18917,Salin,MMR009010
 Grade 5,26047,36062,62109,Salin,MMR009010
 Grade 6,5316,5880,11196,Salin,MMR009010
 Grade 7,5075,4711,9786,Salin,MMR009010
 Grade 8,5479,4639,10118,Salin,MMR009010
 Grade 9,5782,4355,10137,Salin,MMR009010
 Grade 10,5060,3816,8876,Salin,MMR009010
 Grade 11,5243,4622,9865,Salin,MMR009010
 College,1468,1349,2817,Salin,MMR009010
 Vocational training,190,110,300,Salin,MMR009010
 Undergraduate diploma,283,151,434,Salin,MMR009010
 Graduate,2517,4239,6756,Salin,MMR009010
 Postgraduate diploma,44,72,116,Salin,MMR009010
 Master degree,27,72,99,Salin,MMR009010
 PhD,1,1,2,Salin,MMR009010
 Other,479,313,792,Salin,MMR009010
 Total,98983,117837,216820,Salin,MMR009010
