Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,3609,3502,7111,Khawzar,MMR011006
 Grade 1,581,418,999,Khawzar,MMR011006
 Grade 2,693,663,1356,Khawzar,MMR011006
 Grade 3,818,931,1749,Khawzar,MMR011006
 Grade 4,814,947,1761,Khawzar,MMR011006
 Grade 5,1308,1468,2776,Khawzar,MMR011006
 Grade 6,546,644,1190,Khawzar,MMR011006
 Grade 7,422,480,902,Khawzar,MMR011006
 Grade 8,372,392,764,Khawzar,MMR011006
 Grade 9,364,373,737,Khawzar,MMR011006
 Grade 10,107,113,220,Khawzar,MMR011006
 Grade 11,257,336,593,Khawzar,MMR011006
 College,38,37,75,Khawzar,MMR011006
 Vocational training,2,1,3,Khawzar,MMR011006
 Undergraduate diploma,9,5,14,Khawzar,MMR011006
 Graduate,74,75,149,Khawzar,MMR011006
 Postgraduate diploma,1,-,1,Khawzar,MMR011006
 Master degree,6,2,8,Khawzar,MMR011006
 PhD,-,1,1,Khawzar,MMR011006
 Other,6,-,6,Khawzar,MMR011006
 Total,10027,10388,20415,Khawzar,MMR011006
