Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,2845,5029,7874,Sinpaungwe`,MMR009017
 Grade 1,1787,2146,3933,Sinpaungwe`,MMR009017
 Grade 2,2549,4088,6637,Sinpaungwe`,MMR009017
 Grade 3,4053,6060,10113,Sinpaungwe`,MMR009017
 Grade 4,4910,6241,11151,Sinpaungwe`,MMR009017
 Grade 5,19421,20555,39976,Sinpaungwe`,MMR009017
 Grade 6,2719,2535,5254,Sinpaungwe`,MMR009017
 Grade 7,2118,1767,3885,Sinpaungwe`,MMR009017
 Grade 8,2178,1722,3900,Sinpaungwe`,MMR009017
 Grade 9,2157,1505,3662,Sinpaungwe`,MMR009017
 Grade 10,1716,1209,2925,Sinpaungwe`,MMR009017
 Grade 11,1799,1497,3296,Sinpaungwe`,MMR009017
 College,660,579,1239,Sinpaungwe`,MMR009017
 Vocational training,64,50,114,Sinpaungwe`,MMR009017
 Undergraduate diploma,85,36,121,Sinpaungwe`,MMR009017
 Graduate,985,1520,2505,Sinpaungwe`,MMR009017
 Postgraduate diploma,9,23,32,Sinpaungwe`,MMR009017
 Master degree,8,20,28,Sinpaungwe`,MMR009017
 PhD,-,1,1,Sinpaungwe`,MMR009017
 Other,745,542,1287,Sinpaungwe`,MMR009017
 Total,50808,57125,107933,Sinpaungwe`,MMR009017
