Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,6840,14662,21502,Tatkon,MMR018003
 Grade 1,3168,3428,6596,Tatkon,MMR018003
 Grade 2,4091,5986,10077,Tatkon,MMR018003
 Grade 3,6418,9378,15796,Tatkon,MMR018003
 Grade 4,11501,13813,25314,Tatkon,MMR018003
 Grade 5,19087,19338,38425,Tatkon,MMR018003
 Grade 6,6051,5638,11689,Tatkon,MMR018003
 Grade 7,5620,4967,10587,Tatkon,MMR018003
 Grade 8,5733,4654,10387,Tatkon,MMR018003
 Grade 9,6163,4615,10778,Tatkon,MMR018003
 Grade 10,5568,4267,9835,Tatkon,MMR018003
 Grade 11,4776,3982,8758,Tatkon,MMR018003
 College,1743,1537,3280,Tatkon,MMR018003
 Vocational training,98,85,183,Tatkon,MMR018003
 Undergraduate diploma,402,165,567,Tatkon,MMR018003
 Graduate,3079,3868,6947,Tatkon,MMR018003
 Postgraduate diploma,50,85,135,Tatkon,MMR018003
 Master degree,93,91,184,Tatkon,MMR018003
 PhD,6,6,12,Tatkon,MMR018003
 Other,3801,3661,7462,Tatkon,MMR018003
 Total,94288,104226,198514,Tatkon,MMR018003
