Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,354,341,695,Meisi,MMR002007
 Grade 1,167,149,316,Meisi,MMR002007
 Grade 2,187,152,339,Meisi,MMR002007
 Grade 3,258,242,500,Meisi,MMR002007
 Grade 4,270,238,508,Meisi,MMR002007
 Grade 5,457,362,819,Meisi,MMR002007
 Grade 6,221,169,390,Meisi,MMR002007
 Grade 7,177,119,296,Meisi,MMR002007
 Grade 8,164,108,272,Meisi,MMR002007
 Grade 9,182,113,295,Meisi,MMR002007
 Grade 10,91,110,201,Meisi,MMR002007
 Grade 11,126,139,265,Meisi,MMR002007
 College,22,24,46,Meisi,MMR002007
 Vocational training,2,-,2,Meisi,MMR002007
 Undergraduate diploma,8,10,18,Meisi,MMR002007
 Graduate,69,62,131,Meisi,MMR002007
 Postgraduate diploma,1,2,3,Meisi,MMR002007
 PhD,-,1,1,Meisi,MMR002007
 Other,262,231,493,Meisi,MMR002007
 Total,3018,2572,5590,Meisi,MMR002007
