Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,1998,1910,3908,Palauk(ST),MMR006007
 Grade 1,1159,1184,2343,Palauk(ST),MMR006007
 Grade 2,1376,1338,2714,Palauk(ST),MMR006007
 Grade 3,1638,1731,3369,Palauk(ST),MMR006007
 Grade 4,1842,2116,3958,Palauk(ST),MMR006007
 Grade 5,2942,3000,5942,Palauk(ST),MMR006007
 Grade 6,1137,1121,2258,Palauk(ST),MMR006007
 Grade 7,842,760,1602,Palauk(ST),MMR006007
 Grade 8,776,691,1467,Palauk(ST),MMR006007
 Grade 9,777,745,1522,Palauk(ST),MMR006007
 Grade 10,481,516,997,Palauk(ST),MMR006007
 Grade 11,516,593,1109,Palauk(ST),MMR006007
 College,148,190,338,Palauk(ST),MMR006007
 Vocational training,5,2,7,Palauk(ST),MMR006007
 Undergraduate diploma,23,14,37,Palauk(ST),MMR006007
 Graduate,238,346,584,Palauk(ST),MMR006007
 Postgraduate diploma,6,40,46,Palauk(ST),MMR006007
 Master degree,21,1,22,Palauk(ST),MMR006007
 PhD,-,1,1,Palauk(ST),MMR006007
 Other,24,4,28,Palauk(ST),MMR006007
 Total,15949,16303,32252,Palauk(ST),MMR006007
