Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,21965,22456,44421,Minesat,MMR016006
 Grade 1,2723,2238,4961,Minesat,MMR016006
 Grade 2,2035,1691,3726,Minesat,MMR016006
 Grade 3,1889,1358,3247,Minesat,MMR016006
 Grade 4,2262,1515,3777,Minesat,MMR016006
 Grade 5,1830,1092,2922,Minesat,MMR016006
 Grade 6,1304,779,2083,Minesat,MMR016006
 Grade 7,1100,656,1756,Minesat,MMR016006
 Grade 8,1130,692,1822,Minesat,MMR016006
 Grade 9,863,559,1422,Minesat,MMR016006
 Grade 10,1098,942,2040,Minesat,MMR016006
 Grade 11,320,223,543,Minesat,MMR016006
 College,199,171,370,Minesat,MMR016006
 Vocational training,20,8,28,Minesat,MMR016006
 Undergraduate diploma,30,17,47,Minesat,MMR016006
 Graduate,509,409,918,Minesat,MMR016006
 Postgraduate diploma,8,12,20,Minesat,MMR016006
 Master degree,24,4,28,Minesat,MMR016006
 PhD,4,-,4,Minesat,MMR016006
 Other,442,250,692,Minesat,MMR016006
 Total,39755,35072,74827,Minesat,MMR016006
