Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,4122,7382,11504,Dimawso,MMR002002
 Grade 1,2011,1767,3778,Dimawso,MMR002002
 Grade 2,2236,2086,4322,Dimawso,MMR002002
 Grade 3,2916,2600,5516,Dimawso,MMR002002
 Grade 4,3327,2968,6295,Dimawso,MMR002002
 Grade 5,4262,3899,8161,Dimawso,MMR002002
 Grade 6,2887,2442,5329,Dimawso,MMR002002
 Grade 7,2347,2049,4396,Dimawso,MMR002002
 Grade 8,2283,1905,4188,Dimawso,MMR002002
 Grade 9,2277,2035,4312,Dimawso,MMR002002
 Grade 10,1847,1985,3832,Dimawso,MMR002002
 Grade 11,1900,2645,4545,Dimawso,MMR002002
 College,311,447,758,Dimawso,MMR002002
 Vocational training,76,41,117,Dimawso,MMR002002
 Undergraduate diploma,77,107,184,Dimawso,MMR002002
 Graduate,549,860,1409,Dimawso,MMR002002
 Postgraduate diploma,19,25,44,Dimawso,MMR002002
 Master degree,18,15,33,Dimawso,MMR002002
 PhD,6,2,8,Dimawso,MMR002002
 Other,29,15,44,Dimawso,MMR002002
 Total,33500,35275,68775,Dimawso,MMR002002
