Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,8334,10653,18987,Tada U,MMR010016
 Grade 1,1964,2315,4279,Tada U,MMR010016
 Grade 2,2739,4170,6909,Tada U,MMR010016
 Grade 3,4226,6415,10641,Tada U,MMR010016
 Grade 4,11807,14895,26702,Tada U,MMR010016
 Grade 5,10319,12393,22712,Tada U,MMR010016
 Grade 6,3144,3270,6414,Tada U,MMR010016
 Grade 7,2986,2607,5593,Tada U,MMR010016
 Grade 8,2973,2234,5207,Tada U,MMR010016
 Grade 9,2199,1820,4019,Tada U,MMR010016
 Grade 10,3259,2517,5776,Tada U,MMR010016
 Grade 11,856,434,1290,Tada U,MMR010016
 College,819,743,1562,Tada U,MMR010016
 Vocational training,33,32,65,Tada U,MMR010016
 Undergraduate diploma,124,60,184,Tada U,MMR010016
 Graduate,1775,2391,4166,Tada U,MMR010016
 Postgraduate diploma,20,54,74,Tada U,MMR010016
 Master degree,16,48,64,Tada U,MMR010016
 PhD,4,7,11,Tada U,MMR010016
 Other,1463,1224,2687,Tada U,MMR010016
 Total,59060,68282,127342,Tada U,MMR010016
