Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,5484,5522,11006,Tanintharyi,MMR006008
 Grade 1,2839,2512,5351,Tanintharyi,MMR006008
 Grade 2,3461,3466,6927,Tanintharyi,MMR006008
 Grade 3,4732,4712,9444,Tanintharyi,MMR006008
 Grade 4,5990,5801,11791,Tanintharyi,MMR006008
 Grade 5,7274,7054,14328,Tanintharyi,MMR006008
 Grade 6,3777,3332,7109,Tanintharyi,MMR006008
 Grade 7,2859,2375,5234,Tanintharyi,MMR006008
 Grade 8,2932,2345,5277,Tanintharyi,MMR006008
 Grade 9,2530,2277,4807,Tanintharyi,MMR006008
 Grade 10,2093,2156,4249,Tanintharyi,MMR006008
 Grade 11,1912,2061,3973,Tanintharyi,MMR006008
 College,530,536,1066,Tanintharyi,MMR006008
 Vocational training,17,15,32,Tanintharyi,MMR006008
 Undergraduate diploma,111,74,185,Tanintharyi,MMR006008
 Graduate,752,1098,1850,Tanintharyi,MMR006008
 Postgraduate diploma,19,43,62,Tanintharyi,MMR006008
 Master degree,19,7,26,Tanintharyi,MMR006008
 PhD,1,-,1,Tanintharyi,MMR006008
 Other,1001,509,1510,Tanintharyi,MMR006008
 Total,48333,45895,94228,Tanintharyi,MMR006008
