Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,1189,3125,4314,Kanpalet,MMR004008
 Grade 1,577,593,1170,Kanpalet,MMR004008
 Grade 2,485,560,1045,Kanpalet,MMR004008
 Grade 3,519,555,1074,Kanpalet,MMR004008
 Grade 4,573,542,1115,Kanpalet,MMR004008
 Grade 5,1292,1182,2474,Kanpalet,MMR004008
 Grade 6,526,405,931,Kanpalet,MMR004008
 Grade 7,452,318,770,Kanpalet,MMR004008
 Grade 8,536,378,914,Kanpalet,MMR004008
 Grade 9,494,394,888,Kanpalet,MMR004008
 Grade 10,724,501,1225,Kanpalet,MMR004008
 Grade 11,706,530,1236,Kanpalet,MMR004008
 College,101,85,186,Kanpalet,MMR004008
 Vocational training,31,27,58,Kanpalet,MMR004008
 Undergraduate diploma,11,12,23,Kanpalet,MMR004008
 Graduate,316,232,548,Kanpalet,MMR004008
 Postgraduate diploma,18,17,35,Kanpalet,MMR004008
 Master degree,10,4,14,Kanpalet,MMR004008
 PhD,3,1,4,Kanpalet,MMR004008
 Other,4,2,6,Kanpalet,MMR004008
 Total,8567,9463,18030,Kanpalet,MMR004008
