Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,3616,4516,8132,Dawei,MMR006001
 Grade 1,1769,2142,3911,Dawei,MMR006001
 Grade 2,2324,3036,5360,Dawei,MMR006001
 Grade 3,3341,4188,7529,Dawei,MMR006001
 Grade 4,4669,6236,10905,Dawei,MMR006001
 Grade 5,9809,11657,21466,Dawei,MMR006001
 Grade 6,3835,3954,7789,Dawei,MMR006001
 Grade 7,3396,2958,6354,Dawei,MMR006001
 Grade 8,3726,2974,6700,Dawei,MMR006001
 Grade 9,4095,3186,7281,Dawei,MMR006001
 Grade 10,3111,2608,5719,Dawei,MMR006001
 Grade 11,4923,4534,9457,Dawei,MMR006001
 College,1492,1937,3429,Dawei,MMR006001
 Vocational training,114,84,198,Dawei,MMR006001
 Undergraduate diploma,198,153,351,Dawei,MMR006001
 Graduate,3818,5858,9676,Dawei,MMR006001
 Postgraduate diploma,85,273,358,Dawei,MMR006001
 Master degree,77,172,249,Dawei,MMR006001
 PhD,24,30,54,Dawei,MMR006001
 Other,372,122,494,Dawei,MMR006001
 Total,54794,60618,115412,Dawei,MMR006001
