Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,7016,9717,16733,Mogok,MMR010011
 Grade 1,2484,2305,4789,Mogok,MMR010011
 Grade 2,3279,3246,6525,Mogok,MMR010011
 Grade 3,4547,4697,9244,Mogok,MMR010011
 Grade 4,6023,6191,12214,Mogok,MMR010011
 Grade 5,12845,11712,24557,Mogok,MMR010011
 Grade 6,5955,5051,11006,Mogok,MMR010011
 Grade 7,5297,4073,9370,Mogok,MMR010011
 Grade 8,5738,4232,9970,Mogok,MMR010011
 Grade 9,6355,4622,10977,Mogok,MMR010011
 Grade 10,4979,4431,9410,Mogok,MMR010011
 Grade 11,6895,7418,14313,Mogok,MMR010011
 College,2207,2099,4306,Mogok,MMR010011
 Vocational training,77,55,132,Mogok,MMR010011
 Undergraduate diploma,297,172,469,Mogok,MMR010011
 Graduate,2919,4677,7596,Mogok,MMR010011
 Postgraduate diploma,48,71,119,Mogok,MMR010011
 Master degree,17,53,70,Mogok,MMR010011
 PhD,11,3,14,Mogok,MMR010011
 Other,856,533,1389,Mogok,MMR010011
 Total,77845,75358,153203,Mogok,MMR010011
