Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,2889,6770,9659,Tedim,MMR004004
 Grade 1,2013,2140,4153,Tedim,MMR004004
 Grade 2,1999,2425,4424,Tedim,MMR004004
 Grade 3,2376,3300,5676,Tedim,MMR004004
 Grade 4,2916,3407,6323,Tedim,MMR004004
 Grade 5,5107,5275,10382,Tedim,MMR004004
 Grade 6,2742,2279,5021,Tedim,MMR004004
 Grade 7,2511,2057,4568,Tedim,MMR004004
 Grade 8,2777,1986,4763,Tedim,MMR004004
 Grade 9,3039,2375,5414,Tedim,MMR004004
 Grade 10,2348,2294,4642,Tedim,MMR004004
 Grade 11,3333,3479,6812,Tedim,MMR004004
 College,386,466,852,Tedim,MMR004004
 Vocational training,78,76,154,Tedim,MMR004004
 Undergraduate diploma,170,202,372,Tedim,MMR004004
 Graduate,1031,1042,2073,Tedim,MMR004004
 Postgraduate diploma,86,64,150,Tedim,MMR004004
 Master degree,75,25,100,Tedim,MMR004004
 PhD,12,-,12,Tedim,MMR004004
 Other,20,9,29,Tedim,MMR004004
 Total,35908,39671,75579,Tedim,MMR004004
