Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,20344,24971,45315,Mongkai,MMR014016
 Grade 1,1254,1015,2269,Mongkai,MMR014016
 Grade 2,1424,1251,2675,Mongkai,MMR014016
 Grade 3,1534,1391,2925,Mongkai,MMR014016
 Grade 4,1165,1234,2399,Mongkai,MMR014016
 Grade 5,2153,1698,3851,Mongkai,MMR014016
 Grade 6,562,689,1251,Mongkai,MMR014016
 Grade 7,453,514,967,Mongkai,MMR014016
 Grade 8,478,484,962,Mongkai,MMR014016
 Grade 9,572,466,1038,Mongkai,MMR014016
 Grade 10,378,362,740,Mongkai,MMR014016
 Grade 11,355,471,826,Mongkai,MMR014016
 College,76,121,197,Mongkai,MMR014016
 Vocational training,11,12,23,Mongkai,MMR014016
 Undergraduate diploma,20,11,31,Mongkai,MMR014016
 Graduate,162,306,468,Mongkai,MMR014016
 Postgraduate diploma,4,3,7,Mongkai,MMR014016
 Master degree,4,1,5,Mongkai,MMR014016
 Other,162,35,197,Mongkai,MMR014016
 Total,31111,35035,66146,Mongkai,MMR014016
