Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,3267,7179,10446,Tasei,MMR005011
 Grade 1,1993,2075,4068,Tasei,MMR005011
 Grade 2,2294,3359,5653,Tasei,MMR005011
 Grade 3,3017,5342,8359,Tasei,MMR005011
 Grade 4,4578,7708,12286,Tasei,MMR005011
 Grade 5,22258,30917,53175,Tasei,MMR005011
 Grade 6,4727,5069,9796,Tasei,MMR005011
 Grade 7,4429,4373,8802,Tasei,MMR005011
 Grade 8,4641,4191,8832,Tasei,MMR005011
 Grade 9,4066,3716,7782,Tasei,MMR005011
 Grade 10,2860,2829,5689,Tasei,MMR005011
 Grade 11,2777,2955,5732,Tasei,MMR005011
 College,980,1178,2158,Tasei,MMR005011
 Vocational training,65,54,119,Tasei,MMR005011
 Undergraduate diploma,147,78,225,Tasei,MMR005011
 Graduate,1756,2755,4511,Tasei,MMR005011
 Postgraduate diploma,18,39,57,Tasei,MMR005011
 Master degree,15,49,64,Tasei,MMR005011
 PhD,2,2,4,Tasei,MMR005011
 Other,814,1153,1967,Tasei,MMR005011
 Total,64704,85021,149725,Tasei,MMR005011
