Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,9426,19229,28655,Myebon,MMR012006
 Grade 1,3320,3546,6866,Myebon,MMR012006
 Grade 2,3933,5424,9357,Myebon,MMR012006
 Grade 3,6054,7489,13543,Myebon,MMR012006
 Grade 4,7668,7309,14977,Myebon,MMR012006
 Grade 5,10281,8281,18562,Myebon,MMR012006
 Grade 6,3963,3362,7325,Myebon,MMR012006
 Grade 7,3046,2483,5529,Myebon,MMR012006
 Grade 8,2740,1918,4658,Myebon,MMR012006
 Grade 9,2606,1787,4393,Myebon,MMR012006
 Grade 10,1359,947,2306,Myebon,MMR012006
 Grade 11,2036,1722,3758,Myebon,MMR012006
 College,572,442,1014,Myebon,MMR012006
 Vocational training,58,41,99,Myebon,MMR012006
 Undergraduate diploma,152,92,244,Myebon,MMR012006
 Graduate,813,891,1704,Myebon,MMR012006
 Postgraduate diploma,26,28,54,Myebon,MMR012006
 Master degree,6,4,10,Myebon,MMR012006
 PhD,1,-,1,Myebon,MMR012006
 Other,403,86,489,Myebon,MMR012006
 Total,58463,65081,123544,Myebon,MMR012006
