Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,4995,12788,17783,Ponnagyun,MMR012002
 Grade 1,2528,3269,5797,Ponnagyun,MMR012002
 Grade 2,3358,5356,8714,Ponnagyun,MMR012002
 Grade 3,5055,8378,13433,Ponnagyun,MMR012002
 Grade 4,8596,9868,18464,Ponnagyun,MMR012002
 Grade 5,12244,11134,23378,Ponnagyun,MMR012002
 Grade 6,3692,3296,6988,Ponnagyun,MMR012002
 Grade 7,2983,2412,5395,Ponnagyun,MMR012002
 Grade 8,2755,1911,4666,Ponnagyun,MMR012002
 Grade 9,2630,1699,4329,Ponnagyun,MMR012002
 Grade 10,1422,949,2371,Ponnagyun,MMR012002
 Grade 11,1778,1366,3144,Ponnagyun,MMR012002
 College,608,419,1027,Ponnagyun,MMR012002
 Vocational training,39,39,78,Ponnagyun,MMR012002
 Undergraduate diploma,141,74,215,Ponnagyun,MMR012002
 Graduate,1002,1125,2127,Ponnagyun,MMR012002
 Postgraduate diploma,40,39,79,Ponnagyun,MMR012002
 Master degree,8,6,14,Ponnagyun,MMR012002
 Other,342,113,455,Ponnagyun,MMR012002
 Total,54216,64241,118457,Ponnagyun,MMR012002
