Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,5897,8322,14219,Nyaunglebin,MMR007005
 Grade 1,3507,3512,7019,Nyaunglebin,MMR007005
 Grade 2,4536,5669,10205,Nyaunglebin,MMR007005
 Grade 3,6768,9424,16192,Nyaunglebin,MMR007005
 Grade 4,8977,11679,20656,Nyaunglebin,MMR007005
 Grade 5,17478,21810,39288,Nyaunglebin,MMR007005
 Grade 6,5685,5864,11549,Nyaunglebin,MMR007005
 Grade 7,5109,4756,9865,Nyaunglebin,MMR007005
 Grade 8,5551,4313,9864,Nyaunglebin,MMR007005
 Grade 9,5691,4174,9865,Nyaunglebin,MMR007005
 Grade 10,4485,3535,8020,Nyaunglebin,MMR007005
 Grade 11,6082,5347,11429,Nyaunglebin,MMR007005
 College,1470,1545,3015,Nyaunglebin,MMR007005
 Vocational training,88,72,160,Nyaunglebin,MMR007005
 Undergraduate diploma,242,170,412,Nyaunglebin,MMR007005
 Graduate,2649,4752,7401,Nyaunglebin,MMR007005
 Postgraduate diploma,53,149,202,Nyaunglebin,MMR007005
 Master degree,22,42,64,Nyaunglebin,MMR007005
 PhD,2,4,6,Nyaunglebin,MMR007005
 Other,715,726,1441,Nyaunglebin,MMR007005
 Total,85007,95865,180872,Nyaunglebin,MMR007005
