Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,37381,46531,83912,Lashio,MMR015001
 Grade 1,7075,6393,13468,Lashio,MMR015001
 Grade 2,8394,7736,16130,Lashio,MMR015001
 Grade 3,9705,9179,18884,Lashio,MMR015001
 Grade 4,10839,10508,21347,Lashio,MMR015001
 Grade 5,15114,14136,29250,Lashio,MMR015001
 Grade 6,7779,7648,15427,Lashio,MMR015001
 Grade 7,6711,6078,12789,Lashio,MMR015001
 Grade 8,6892,6154,13046,Lashio,MMR015001
 Grade 9,7743,6710,14453,Lashio,MMR015001
 Grade 10,6103,5727,11830,Lashio,MMR015001
 Grade 11,9010,9421,18431,Lashio,MMR015001
 College,3341,3785,7126,Lashio,MMR015001
 Vocational training,249,227,476,Lashio,MMR015001
 Undergraduate diploma,391,293,684,Lashio,MMR015001
 Graduate,5370,8085,13455,Lashio,MMR015001
 Postgraduate diploma,169,381,550,Lashio,MMR015001
 Master degree,129,251,380,Lashio,MMR015001
 PhD,29,68,97,Lashio,MMR015001
 Other,585,443,1028,Lashio,MMR015001
 Total,143009,149754,292763,Lashio,MMR015001
