Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,6689,9732,16421,Pyay,MMR008001
 Grade 1,2768,3520,6288,Pyay,MMR008001
 Grade 2,4111,6121,10232,Pyay,MMR008001
 Grade 3,5822,8394,14216,Pyay,MMR008001
 Grade 4,15193,20166,35359,Pyay,MMR008001
 Grade 5,19748,21996,41744,Pyay,MMR008001
 Grade 6,6418,5936,12354,Pyay,MMR008001
 Grade 7,7244,5772,13016,Pyay,MMR008001
 Grade 8,8452,6748,15200,Pyay,MMR008001
 Grade 9,8357,6258,14615,Pyay,MMR008001
 Grade 10,11255,10013,21268,Pyay,MMR008001
 Grade 11,2969,2335,5304,Pyay,MMR008001
 College,3670,3915,7585,Pyay,MMR008001
 Vocational training,459,233,692,Pyay,MMR008001
 Undergraduate diploma,660,289,949,Pyay,MMR008001
 Graduate,7291,11826,19117,Pyay,MMR008001
 Postgraduate diploma,159,301,460,Pyay,MMR008001
 Master degree,122,478,600,Pyay,MMR008001
 PhD,42,105,147,Pyay,MMR008001
 Other,172,161,333,Pyay,MMR008001
 Total,111601,124299,235900,Pyay,MMR008001
