Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,10830,13837,24667,Bilin,MMR011010
 Grade 1,4374,4134,8508,Bilin,MMR011010
 Grade 2,5786,6121,11907,Bilin,MMR011010
 Grade 3,8061,9298,17359,Bilin,MMR011010
 Grade 4,8625,10012,18637,Bilin,MMR011010
 Grade 5,13765,14710,28475,Bilin,MMR011010
 Grade 6,4600,4997,9597,Bilin,MMR011010
 Grade 7,3780,3525,7305,Bilin,MMR011010
 Grade 8,3704,3126,6830,Bilin,MMR011010
 Grade 9,4085,3108,7193,Bilin,MMR011010
 Grade 10,2892,2800,5692,Bilin,MMR011010
 Grade 11,3572,3720,7292,Bilin,MMR011010
 College,1162,1198,2360,Bilin,MMR011010
 Vocational training,57,44,101,Bilin,MMR011010
 Undergraduate diploma,293,168,461,Bilin,MMR011010
 Graduate,1585,2849,4434,Bilin,MMR011010
 Postgraduate diploma,62,66,128,Bilin,MMR011010
 Master degree,11,33,44,Bilin,MMR011010
 PhD,2,9,11,Bilin,MMR011010
 Other,1392,472,1864,Bilin,MMR011010
 Total,78638,84227,162865,Bilin,MMR011010
