Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,1909,3081,4990,Momauk,MMR001012
 Grade 1,959,827,1786,Momauk,MMR001012
 Grade 2,1138,1200,2338,Momauk,MMR001012
 Grade 3,1681,1628,3309,Momauk,MMR001012
 Grade 4,1884,1883,3767,Momauk,MMR001012
 Grade 5,2523,2355,4878,Momauk,MMR001012
 Grade 6,1500,1354,2854,Momauk,MMR001012
 Grade 7,1286,1248,2534,Momauk,MMR001012
 Grade 8,1181,1166,2347,Momauk,MMR001012
 Grade 9,1233,1248,2481,Momauk,MMR001012
 Grade 10,779,938,1717,Momauk,MMR001012
 Grade 11,892,1221,2113,Momauk,MMR001012
 College,304,320,624,Momauk,MMR001012
 Vocational training,12,14,26,Momauk,MMR001012
 Undergraduate diploma,28,20,48,Momauk,MMR001012
 Graduate,470,656,1126,Momauk,MMR001012
 Postgraduate diploma,9,8,17,Momauk,MMR001012
 Master degree,21,9,30,Momauk,MMR001012
 Other,498,156,654,Momauk,MMR001012
 Total,18307,19332,37639,Momauk,MMR001012
