Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,1378,1481,2859,Kanpaikti(ST),MMR001002
 Grade 1,156,142,298,Kanpaikti(ST),MMR001002
 Grade 2,200,156,356,Kanpaikti(ST),MMR001002
 Grade 3,298,247,545,Kanpaikti(ST),MMR001002
 Grade 4,294,230,524,Kanpaikti(ST),MMR001002
 Grade 5,309,249,558,Kanpaikti(ST),MMR001002
 Grade 6,243,182,425,Kanpaikti(ST),MMR001002
 Grade 7,181,165,346,Kanpaikti(ST),MMR001002
 Grade 8,165,155,320,Kanpaikti(ST),MMR001002
 Grade 9,193,180,373,Kanpaikti(ST),MMR001002
 Grade 10,166,189,355,Kanpaikti(ST),MMR001002
 Grade 11,140,149,289,Kanpaikti(ST),MMR001002
 College,50,40,90,Kanpaikti(ST),MMR001002
 Vocational training,9,1,10,Kanpaikti(ST),MMR001002
 Undergraduate diploma,5,2,7,Kanpaikti(ST),MMR001002
 Graduate,89,42,131,Kanpaikti(ST),MMR001002
 Postgraduate diploma,2,5,7,Kanpaikti(ST),MMR001002
 Master degree,1,-,1,Kanpaikti(ST),MMR001002
 PhD,-,1,1,Kanpaikti(ST),MMR001002
 Other,171,52,223,Kanpaikti(ST),MMR001002
 Total,4050,3668,7718,Kanpaikti(ST),MMR001002
