Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,15485,19434,34919,Yesagyo,MMR009019
 Grade 1,2549,2649,5198,Yesagyo,MMR009019
 Grade 2,3128,4460,7588,Yesagyo,MMR009019
 Grade 3,4366,8157,12523,Yesagyo,MMR009019
 Grade 4,6686,11700,18386,Yesagyo,MMR009019
 Grade 5,18429,29682,48111,Yesagyo,MMR009019
 Grade 6,4880,6289,11169,Yesagyo,MMR009019
 Grade 7,4514,4700,9214,Yesagyo,MMR009019
 Grade 8,4444,4355,8799,Yesagyo,MMR009019
 Grade 9,4568,3773,8341,Yesagyo,MMR009019
 Grade 10,3886,3338,7224,Yesagyo,MMR009019
 Grade 11,5297,4985,10282,Yesagyo,MMR009019
 College,1894,2042,3936,Yesagyo,MMR009019
 Vocational training,134,111,245,Yesagyo,MMR009019
 Undergraduate diploma,188,103,291,Yesagyo,MMR009019
 Graduate,2761,4422,7183,Yesagyo,MMR009019
 Postgraduate diploma,47,143,190,Yesagyo,MMR009019
 Master degree,25,94,119,Yesagyo,MMR009019
 PhD,1,3,4,Yesagyo,MMR009019
 Other,1754,1354,3108,Yesagyo,MMR009019
 Total,85036,111794,196830,Yesagyo,MMR009019
