Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,11286,16426,27712,Ayartaw,MMR005014
 Grade 1,2098,2181,4279,Ayartaw,MMR005014
 Grade 2,2982,3796,6778,Ayartaw,MMR005014
 Grade 3,4877,6474,11351,Ayartaw,MMR005014
 Grade 4,5899,7657,13556,Ayartaw,MMR005014
 Grade 5,17163,21058,38221,Ayartaw,MMR005014
 Grade 6,3608,4619,8227,Ayartaw,MMR005014
 Grade 7,3067,3512,6579,Ayartaw,MMR005014
 Grade 8,3041,3004,6045,Ayartaw,MMR005014
 Grade 9,2819,2653,5472,Ayartaw,MMR005014
 Grade 10,2506,2110,4616,Ayartaw,MMR005014
 Grade 11,2095,1959,4054,Ayartaw,MMR005014
 College,860,819,1679,Ayartaw,MMR005014
 Vocational training,51,38,89,Ayartaw,MMR005014
 Undergraduate diploma,148,52,200,Ayartaw,MMR005014
 Graduate,1694,2155,3849,Ayartaw,MMR005014
 Postgraduate diploma,25,57,82,Ayartaw,MMR005014
 Master degree,20,58,78,Ayartaw,MMR005014
 PhD,3,3,6,Ayartaw,MMR005014
 Other,471,340,811,Ayartaw,MMR005014
 Total,64713,78971,143684,Ayartaw,MMR005014
