Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,7692,8499,16191,Yebyu,MMR006004
 Grade 1,1994,2179,4173,Yebyu,MMR006004
 Grade 2,2861,3397,6258,Yebyu,MMR006004
 Grade 3,3731,4737,8468,Yebyu,MMR006004
 Grade 4,4597,5323,9920,Yebyu,MMR006004
 Grade 5,8295,8076,16371,Yebyu,MMR006004
 Grade 6,3010,2828,5838,Yebyu,MMR006004
 Grade 7,2317,1991,4308,Yebyu,MMR006004
 Grade 8,2377,1702,4079,Yebyu,MMR006004
 Grade 9,2213,1477,3690,Yebyu,MMR006004
 Grade 10,1519,1061,2580,Yebyu,MMR006004
 Grade 11,1881,1443,3324,Yebyu,MMR006004
 College,624,508,1132,Yebyu,MMR006004
 Vocational training,82,28,110,Yebyu,MMR006004
 Undergraduate diploma,119,38,157,Yebyu,MMR006004
 Graduate,1238,1200,2438,Yebyu,MMR006004
 Postgraduate diploma,27,18,45,Yebyu,MMR006004
 Master degree,38,6,44,Yebyu,MMR006004
 PhD,1,4,5,Yebyu,MMR006004
 Other,823,395,1218,Yebyu,MMR006004
 Total,45439,44910,90349,Yebyu,MMR006004
