Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,8708,9657,18365,Minenaung(ST),MMR014015
 Grade 1,479,475,954,Minenaung(ST),MMR014015
 Grade 2,428,456,884,Minenaung(ST),MMR014015
 Grade 3,443,516,959,Minenaung(ST),MMR014015
 Grade 4,555,613,1168,Minenaung(ST),MMR014015
 Grade 5,618,537,1155,Minenaung(ST),MMR014015
 Grade 6,292,265,557,Minenaung(ST),MMR014015
 Grade 7,249,234,483,Minenaung(ST),MMR014015
 Grade 8,296,256,552,Minenaung(ST),MMR014015
 Grade 9,255,194,449,Minenaung(ST),MMR014015
 Grade 10,282,325,607,Minenaung(ST),MMR014015
 Grade 11,82,61,143,Minenaung(ST),MMR014015
 College,50,53,103,Minenaung(ST),MMR014015
 Vocational training,2,2,4,Minenaung(ST),MMR014015
 Undergraduate diploma,6,5,11,Minenaung(ST),MMR014015
 Graduate,162,95,257,Minenaung(ST),MMR014015
 Postgraduate diploma,5,14,19,Minenaung(ST),MMR014015
 Master degree,22,2,24,Minenaung(ST),MMR014015
 PhD,1,-,1,Minenaung(ST),MMR014015
 Other,1,-,1,Minenaung(ST),MMR014015
 Total,12936,13760,26696,Minenaung(ST),MMR014015
