Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,5170,5201,10371,Gangaw,MMR009023
 Grade 1,1621,1606,3227,Gangaw,MMR009023
 Grade 2,1987,2549,4536,Gangaw,MMR009023
 Grade 3,3359,4316,7675,Gangaw,MMR009023
 Grade 4,5062,6374,11436,Gangaw,MMR009023
 Grade 5,15223,17393,32616,Gangaw,MMR009023
 Grade 6,4542,4526,9068,Gangaw,MMR009023
 Grade 7,3697,3563,7260,Gangaw,MMR009023
 Grade 8,3976,3527,7503,Gangaw,MMR009023
 Grade 9,3510,3120,6630,Gangaw,MMR009023
 Grade 10,3514,3903,7417,Gangaw,MMR009023
 Grade 11,2717,3158,5875,Gangaw,MMR009023
 College,1091,1385,2476,Gangaw,MMR009023
 Vocational training,87,130,217,Gangaw,MMR009023
 Undergraduate diploma,217,188,405,Gangaw,MMR009023
 Graduate,2111,3392,5503,Gangaw,MMR009023
 Postgraduate diploma,46,86,132,Gangaw,MMR009023
 Master degree,25,64,89,Gangaw,MMR009023
 PhD,2,3,5,Gangaw,MMR009023
 Other,46,21,67,Gangaw,MMR009023
 Total,58003,64505,122508,Gangaw,MMR009023
