Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,2135,5449,7584,Sami(ST),MMR004009
 Grade 1,929,872,1801,Sami(ST),MMR004009
 Grade 2,799,884,1683,Sami(ST),MMR004009
 Grade 3,1010,1120,2130,Sami(ST),MMR004009
 Grade 4,1146,1068,2214,Sami(ST),MMR004009
 Grade 5,2041,1448,3489,Sami(ST),MMR004009
 Grade 6,897,633,1530,Sami(ST),MMR004009
 Grade 7,650,472,1122,Sami(ST),MMR004009
 Grade 8,755,411,1166,Sami(ST),MMR004009
 Grade 9,758,474,1232,Sami(ST),MMR004009
 Grade 10,597,316,913,Sami(ST),MMR004009
 Grade 11,1126,668,1794,Sami(ST),MMR004009
 College,59,30,89,Sami(ST),MMR004009
 Vocational training,11,9,20,Sami(ST),MMR004009
 Undergraduate diploma,34,6,40,Sami(ST),MMR004009
 Graduate,174,61,235,Sami(ST),MMR004009
 Postgraduate diploma,13,1,14,Sami(ST),MMR004009
 Master degree,7,-,7,Sami(ST),MMR004009
 Other,7,3,10,Sami(ST),MMR004009
 Total,13148,13925,27073,Sami(ST),MMR004009
