Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,12097,13502,25599,Kehsi,MMR014015
 Grade 1,848,863,1711,Kehsi,MMR014015
 Grade 2,824,894,1718,Kehsi,MMR014015
 Grade 3,841,1203,2044,Kehsi,MMR014015
 Grade 4,742,1117,1859,Kehsi,MMR014015
 Grade 5,1360,1409,2769,Kehsi,MMR014015
 Grade 6,326,415,741,Kehsi,MMR014015
 Grade 7,252,330,582,Kehsi,MMR014015
 Grade 8,255,326,581,Kehsi,MMR014015
 Grade 9,301,321,622,Kehsi,MMR014015
 Grade 10,287,334,621,Kehsi,MMR014015
 Grade 11,201,239,440,Kehsi,MMR014015
 College,44,58,102,Kehsi,MMR014015
 Vocational training,8,9,17,Kehsi,MMR014015
 Undergraduate diploma,13,14,27,Kehsi,MMR014015
 Graduate,130,203,333,Kehsi,MMR014015
 Postgraduate diploma,13,33,46,Kehsi,MMR014015
 Master degree,3,1,4,Kehsi,MMR014015
 Other,65,25,90,Kehsi,MMR014015
 Total,18610,21296,39906,Kehsi,MMR014015
