Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,5661,6113,11774,Kholan(ST),MMR014013
 Grade 1,483,356,839,Kholan(ST),MMR014013
 Grade 2,425,413,838,Kholan(ST),MMR014013
 Grade 3,477,440,917,Kholan(ST),MMR014013
 Grade 4,562,531,1093,Kholan(ST),MMR014013
 Grade 5,914,645,1559,Kholan(ST),MMR014013
 Grade 6,398,339,737,Kholan(ST),MMR014013
 Grade 7,361,251,612,Kholan(ST),MMR014013
 Grade 8,381,218,599,Kholan(ST),MMR014013
 Grade 9,416,272,688,Kholan(ST),MMR014013
 Grade 10,364,253,617,Kholan(ST),MMR014013
 Grade 11,372,287,659,Kholan(ST),MMR014013
 College,137,83,220,Kholan(ST),MMR014013
 Vocational training,37,4,41,Kholan(ST),MMR014013
 Undergraduate diploma,9,5,14,Kholan(ST),MMR014013
 Graduate,391,301,692,Kholan(ST),MMR014013
 Postgraduate diploma,2,-,2,Kholan(ST),MMR014013
 Master degree,22,2,24,Kholan(ST),MMR014013
 PhD,3,5,8,Kholan(ST),MMR014013
 Other,1,-,1,Kholan(ST),MMR014013
 Total,11416,10518,21934,Kholan(ST),MMR014013
