Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,9943,15142,25085,Namkham,MMR015010
 Grade 1,2566,2240,4806,Namkham,MMR015010
 Grade 2,2762,2517,5279,Namkham,MMR015010
 Grade 3,3695,3340,7035,Namkham,MMR015010
 Grade 4,4092,3595,7687,Namkham,MMR015010
 Grade 5,5386,5040,10426,Namkham,MMR015010
 Grade 6,3331,3177,6508,Namkham,MMR015010
 Grade 7,2674,2546,5220,Namkham,MMR015010
 Grade 8,2553,2581,5134,Namkham,MMR015010
 Grade 9,2723,2714,5437,Namkham,MMR015010
 Grade 10,2102,2365,4467,Namkham,MMR015010
 Grade 11,2376,2912,5288,Namkham,MMR015010
 College,523,524,1047,Namkham,MMR015010
 Vocational training,86,33,119,Namkham,MMR015010
 Undergraduate diploma,84,78,162,Namkham,MMR015010
 Graduate,856,1438,2294,Namkham,MMR015010
 Postgraduate diploma,24,38,62,Namkham,MMR015010
 Master degree,10,6,16,Namkham,MMR015010
 PhD,5,4,9,Namkham,MMR015010
 Other,63,46,109,Namkham,MMR015010
 Total,45854,50336,96190,Namkham,MMR015010
