Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,4733,7379,12112,Khin U,MMR005005
 Grade 1,2111,2453,4564,Khin U,MMR005005
 Grade 2,2802,4139,6941,Khin U,MMR005005
 Grade 3,4071,6251,10322,Khin U,MMR005005
 Grade 4,7004,9108,16112,Khin U,MMR005005
 Grade 5,17830,20758,38588,Khin U,MMR005005
 Grade 6,3972,4028,8000,Khin U,MMR005005
 Grade 7,3510,3486,6996,Khin U,MMR005005
 Grade 8,3607,3277,6884,Khin U,MMR005005
 Grade 9,3298,2681,5979,Khin U,MMR005005
 Grade 10,2459,2089,4548,Khin U,MMR005005
 Grade 11,2117,1871,3988,Khin U,MMR005005
 College,1187,989,2176,Khin U,MMR005005
 Vocational training,83,47,130,Khin U,MMR005005
 Undergraduate diploma,206,102,308,Khin U,MMR005005
 Graduate,1544,2379,3923,Khin U,MMR005005
 Postgraduate diploma,20,44,64,Khin U,MMR005005
 Master degree,15,40,55,Khin U,MMR005005
 PhD,2,5,7,Khin U,MMR005005
 Other,1445,1625,3070,Khin U,MMR005005
 Total,62016,72751,134767,Khin U,MMR005005
