Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,5922,6536,12458,Minesan(Monsan)(ST),MMR014017
 Grade 1,578,510,1088,Minesan(Monsan)(ST),MMR014017
 Grade 2,559,584,1143,Minesan(Monsan)(ST),MMR014017
 Grade 3,753,707,1460,Minesan(Monsan)(ST),MMR014017
 Grade 4,1420,1035,2455,Minesan(Monsan)(ST),MMR014017
 Grade 5,1104,715,1819,Minesan(Monsan)(ST),MMR014017
 Grade 6,603,440,1043,Minesan(Monsan)(ST),MMR014017
 Grade 7,696,416,1112,Minesan(Monsan)(ST),MMR014017
 Grade 8,698,476,1174,Minesan(Monsan)(ST),MMR014017
 Grade 9,577,414,991,Minesan(Monsan)(ST),MMR014017
 Grade 10,656,427,1083,Minesan(Monsan)(ST),MMR014017
 Grade 11,102,54,156,Minesan(Monsan)(ST),MMR014017
 College,111,75,186,Minesan(Monsan)(ST),MMR014017
 Vocational training,4,2,6,Minesan(Monsan)(ST),MMR014017
 Undergraduate diploma,18,14,32,Minesan(Monsan)(ST),MMR014017
 Graduate,201,146,347,Minesan(Monsan)(ST),MMR014017
 Postgraduate diploma,3,11,14,Minesan(Monsan)(ST),MMR014017
 Master degree,1,1,2,Minesan(Monsan)(ST),MMR014017
 PhD,3,-,3,Minesan(Monsan)(ST),MMR014017
 Other,353,148,501,Minesan(Monsan)(ST),MMR014017
 Total,14362,12711,27073,Minesan(Monsan)(ST),MMR014017
