Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,6923,6986,13909,Minephyat,MMR016010
 Grade 1,594,543,1137,Minephyat,MMR016010
 Grade 2,516,476,992,Minephyat,MMR016010
 Grade 3,638,606,1244,Minephyat,MMR016010
 Grade 4,604,538,1142,Minephyat,MMR016010
 Grade 5,907,654,1561,Minephyat,MMR016010
 Grade 6,484,432,916,Minephyat,MMR016010
 Grade 7,472,358,830,Minephyat,MMR016010
 Grade 8,505,323,828,Minephyat,MMR016010
 Grade 9,505,322,827,Minephyat,MMR016010
 Grade 10,484,388,872,Minephyat,MMR016010
 Grade 11,457,328,785,Minephyat,MMR016010
 College,111,85,196,Minephyat,MMR016010
 Vocational training,2,7,9,Minephyat,MMR016010
 Undergraduate diploma,14,6,20,Minephyat,MMR016010
 Graduate,322,240,562,Minephyat,MMR016010
 Postgraduate diploma,12,15,27,Minephyat,MMR016010
 Master degree,26,3,29,Minephyat,MMR016010
 Other,712,118,830,Minephyat,MMR016010
 Total,14288,12428,26716,Minephyat,MMR016010
