Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,1984,3246,5230,Mingin,MMR005029
 Grade 1,1526,1564,3090,Mingin,MMR005029
 Grade 2,1618,1949,3567,Mingin,MMR005029
 Grade 3,2381,3478,5859,Mingin,MMR005029
 Grade 4,3549,4708,8257,Mingin,MMR005029
 Grade 5,14829,16234,31063,Mingin,MMR005029
 Grade 6,2886,2704,5590,Mingin,MMR005029
 Grade 7,2595,2345,4940,Mingin,MMR005029
 Grade 8,2621,2064,4685,Mingin,MMR005029
 Grade 9,2745,2472,5217,Mingin,MMR005029
 Grade 10,1964,1734,3698,Mingin,MMR005029
 Grade 11,2469,2424,4893,Mingin,MMR005029
 College,904,958,1862,Mingin,MMR005029
 Vocational training,29,32,61,Mingin,MMR005029
 Undergraduate diploma,88,90,178,Mingin,MMR005029
 Graduate,1158,1643,2801,Mingin,MMR005029
 Postgraduate diploma,21,20,41,Mingin,MMR005029
 Master degree,2,24,26,Mingin,MMR005029
 PhD,1,2,3,Mingin,MMR005029
 Other,1630,1553,3183,Mingin,MMR005029
 Total,45000,49244,94244,Mingin,MMR005029
