Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,34792,37727,72519,Kengtung,MMR016001
 Grade 1,1471,1146,2617,Kengtung,MMR016001
 Grade 2,3044,2553,5597,Kengtung,MMR016001
 Grade 3,3799,3054,6853,Kengtung,MMR016001
 Grade 4,4162,3385,7547,Kengtung,MMR016001
 Grade 5,5860,4602,10462,Kengtung,MMR016001
 Grade 6,3463,2913,6376,Kengtung,MMR016001
 Grade 7,2845,2569,5414,Kengtung,MMR016001
 Grade 8,3112,2692,5804,Kengtung,MMR016001
 Grade 9,3549,3135,6684,Kengtung,MMR016001
 Grade 10,2777,2797,5574,Kengtung,MMR016001
 Grade 11,3064,3418,6482,Kengtung,MMR016001
 College,1152,1255,2407,Kengtung,MMR016001
 Vocational training,64,74,138,Kengtung,MMR016001
 Undergraduate diploma,273,151,424,Kengtung,MMR016001
 Graduate,2558,2860,5418,Kengtung,MMR016001
 Postgraduate diploma,76,100,176,Kengtung,MMR016001
 Master degree,115,72,187,Kengtung,MMR016001
 PhD,6,8,14,Kengtung,MMR016001
 Other,3122,1088,4210,Kengtung,MMR016001
 Total,79304,75599,154903,Kengtung,MMR016001
