Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,5852,11926,17778,Pinlaung,MMR014009
 Grade 1,2207,2295,4502,Pinlaung,MMR014009
 Grade 2,3104,3122,6226,Pinlaung,MMR014009
 Grade 3,4628,4288,8916,Pinlaung,MMR014009
 Grade 4,5369,4638,10007,Pinlaung,MMR014009
 Grade 5,10320,8312,18632,Pinlaung,MMR014009
 Grade 6,3351,3289,6640,Pinlaung,MMR014009
 Grade 7,3113,2698,5811,Pinlaung,MMR014009
 Grade 8,3229,2666,5895,Pinlaung,MMR014009
 Grade 9,3415,2541,5956,Pinlaung,MMR014009
 Grade 10,2839,2317,5156,Pinlaung,MMR014009
 Grade 11,1997,1666,3663,Pinlaung,MMR014009
 College,715,660,1375,Pinlaung,MMR014009
 Vocational training,66,96,162,Pinlaung,MMR014009
 Undergraduate diploma,93,71,164,Pinlaung,MMR014009
 Graduate,782,1240,2022,Pinlaung,MMR014009
 Postgraduate diploma,17,57,74,Pinlaung,MMR014009
 Master degree,9,13,22,Pinlaung,MMR014009
 PhD,1,5,6,Pinlaung,MMR014009
 Other,550,153,703,Pinlaung,MMR014009
 Total,51657,52053,103710,Pinlaung,MMR014009
