Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,10825,18650,29475,Myingyan,MMR010017
 Grade 1,3514,4042,7556,Myingyan,MMR010017
 Grade 2,5419,6834,12253,Myingyan,MMR010017
 Grade 3,6803,10754,17557,Myingyan,MMR010017
 Grade 4,12324,17724,30048,Myingyan,MMR010017
 Grade 5,24769,34017,58786,Myingyan,MMR010017
 Grade 6,6646,7659,14305,Myingyan,MMR010017
 Grade 7,6247,6217,12464,Myingyan,MMR010017
 Grade 8,6413,6041,12454,Myingyan,MMR010017
 Grade 9,7467,5759,13226,Myingyan,MMR010017
 Grade 10,6325,5438,11763,Myingyan,MMR010017
 Grade 11,6912,6282,13194,Myingyan,MMR010017
 College,3215,2727,5942,Myingyan,MMR010017
 Vocational training,210,178,388,Myingyan,MMR010017
 Undergraduate diploma,690,363,1053,Myingyan,MMR010017
 Graduate,4819,8020,12839,Myingyan,MMR010017
 Postgraduate diploma,106,200,306,Myingyan,MMR010017
 Master degree,62,211,273,Myingyan,MMR010017
 PhD,15,38,53,Myingyan,MMR010017
 Other,1116,907,2023,Myingyan,MMR010017
 Total,113897,142061,255958,Myingyan,MMR010017
