Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,4663,7719,12382,Manton,MMR015019
 Grade 1,1300,1123,2423,Manton,MMR015019
 Grade 2,1184,1012,2196,Manton,MMR015019
 Grade 3,1437,1185,2622,Manton,MMR015019
 Grade 4,1411,1230,2641,Manton,MMR015019
 Grade 5,1969,1681,3650,Manton,MMR015019
 Grade 6,872,754,1626,Manton,MMR015019
 Grade 7,702,635,1337,Manton,MMR015019
 Grade 8,618,505,1123,Manton,MMR015019
 Grade 9,588,516,1104,Manton,MMR015019
 Grade 10,329,365,694,Manton,MMR015019
 Grade 11,423,458,881,Manton,MMR015019
 College,67,78,145,Manton,MMR015019
 Vocational training,12,8,20,Manton,MMR015019
 Undergraduate diploma,16,13,29,Manton,MMR015019
 Graduate,120,134,254,Manton,MMR015019
 Postgraduate diploma,6,4,10,Manton,MMR015019
 Master degree,4,-,4,Manton,MMR015019
 PhD,1,1,2,Manton,MMR015019
 Other,254,42,296,Manton,MMR015019
 Total,15976,17463,33439,Manton,MMR015019
