Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,974,1631,2605,Bahan,MMR013044
 Grade 1,531,578,1109,Bahan,MMR013044
 Grade 2,577,886,1463,Bahan,MMR013044
 Grade 3,905,1370,2275,Bahan,MMR013044
 Grade 4,1267,2108,3375,Bahan,MMR013044
 Grade 5,3327,4811,8138,Bahan,MMR013044
 Grade 6,1743,2140,3883,Bahan,MMR013044
 Grade 7,1589,1730,3319,Bahan,MMR013044
 Grade 8,2335,2229,4564,Bahan,MMR013044
 Grade 9,3916,3389,7305,Bahan,MMR013044
 Grade 10,4459,3960,8419,Bahan,MMR013044
 Grade 11,7322,6504,13826,Bahan,MMR013044
 College,3678,2783,6461,Bahan,MMR013044
 Vocational training,244,104,348,Bahan,MMR013044
 Undergraduate diploma,599,408,1007,Bahan,MMR013044
 Graduate,9002,13140,22142,Bahan,MMR013044
 Postgraduate diploma,438,450,888,Bahan,MMR013044
 Master degree,374,693,1067,Bahan,MMR013044
 PhD,114,144,258,Bahan,MMR013044
 Other,236,196,432,Bahan,MMR013044
 Total,43630,49254,92884,Bahan,MMR013044
