Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,10709,13886,24595,Natogyi,MMR010019
 Grade 1,2086,2337,4423,Natogyi,MMR010019
 Grade 2,3225,4157,7382,Natogyi,MMR010019
 Grade 3,5748,7832,13580,Natogyi,MMR010019
 Grade 4,8434,11630,20064,Natogyi,MMR010019
 Grade 5,18430,23195,41625,Natogyi,MMR010019
 Grade 6,4107,4752,8859,Natogyi,MMR010019
 Grade 7,3634,3811,7445,Natogyi,MMR010019
 Grade 8,3484,3403,6887,Natogyi,MMR010019
 Grade 9,3484,3187,6671,Natogyi,MMR010019
 Grade 10,3015,2709,5724,Natogyi,MMR010019
 Grade 11,2897,2783,5680,Natogyi,MMR010019
 College,1239,1164,2403,Natogyi,MMR010019
 Vocational training,80,72,152,Natogyi,MMR010019
 Undergraduate diploma,177,110,287,Natogyi,MMR010019
 Graduate,1733,2917,4650,Natogyi,MMR010019
 Postgraduate diploma,23,49,72,Natogyi,MMR010019
 Master degree,10,42,52,Natogyi,MMR010019
 PhD,4,2,6,Natogyi,MMR010019
 Other,1331,1272,2603,Natogyi,MMR010019
 Total,73850,89310,163160,Natogyi,MMR010019
