Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,6062,11053,17115,Kambalu,MMR005007
 Grade 1,4295,4456,8751,Kambalu,MMR005007
 Grade 2,5149,6590,11739,Kambalu,MMR005007
 Grade 3,7955,11339,19294,Kambalu,MMR005007
 Grade 4,13895,17780,31675,Kambalu,MMR005007
 Grade 5,36480,41463,77943,Kambalu,MMR005007
 Grade 6,9473,9414,18887,Kambalu,MMR005007
 Grade 7,7713,7083,14796,Kambalu,MMR005007
 Grade 8,7340,6293,13633,Kambalu,MMR005007
 Grade 9,7433,6432,13865,Kambalu,MMR005007
 Grade 10,4477,3496,7973,Kambalu,MMR005007
 Grade 11,5643,5029,10672,Kambalu,MMR005007
 College,2358,2009,4367,Kambalu,MMR005007
 Vocational training,195,187,382,Kambalu,MMR005007
 Undergraduate diploma,424,215,639,Kambalu,MMR005007
 Graduate,3379,4536,7915,Kambalu,MMR005007
 Postgraduate diploma,49,88,137,Kambalu,MMR005007
 Master degree,41,98,139,Kambalu,MMR005007
 PhD,12,12,24,Kambalu,MMR005007
 Other,4158,4934,9092,Kambalu,MMR005007
 Total,126531,142507,269038,Kambalu,MMR005007
